step,phase,t,speed_cmd,heading_cmd,x,y,heading,speed
51,heading_step_return_0.01_t0,5.1000000000000005,0.0,3.141592653589793,-0.0048860362730920315,0.2409847229719162,-3.1415927410125732,0.0
52,heading_step_return_0.01_t0,5.2,0.0,3.141592653589793,-0.004401177633553743,0.24118734896183014,-3.1415927410125732,0.0
53,heading_step_return_0.01_t0,5.300000000000001,0.0,3.141592653589793,-0.004317948129028082,0.24426451325416565,-3.1415927410125732,0.0
54,heading_step_return_0.01_t0,5.4,0.0,3.141592653589793,-0.004506545607000589,0.24216991662979126,-3.1415927410125732,0.0
55,heading_step_return_0.01_t0,5.5,0.0,3.141592653589793,-0.00434323213994503,0.2424713522195816,-3.1415927410125732,0.0
56,heading_step_return_0.01_t0,5.6000000000000005,0.0,3.141592653589793,-0.0041607823222875595,0.2444687783718109,-3.1415927410125732,0.0
57,heading_step_return_0.01_t0,5.7,0.0,3.141592653589793,-0.004390303045511246,0.24187251925468445,-3.1415927410125732,0.0
58,heading_step_return_0.01_t0,5.800000000000001,0.0,3.141592653589793,-0.004265115596354008,0.2433614730834961,-3.1415927410125732,0.0
59,heading_step_return_0.01_t0,5.9,0.0,3.141592653589793,-0.004190793726593256,0.24419981241226196,-3.1415927410125732,0.0
60,heading_step_return_0.01_t0,6.0,0.0,3.141592653589793,-0.004274729639291763,0.24307498335838318,-3.1415927410125732,0.0
61,heading_step_return_0.01_t0,6.1000000000000005,0.0,3.141592653589793,-0.004239811096340418,0.24306732416152954,-3.1415927410125732,0.0
62,heading_step_return_0.01_t0,6.2,0.0,3.141592653589793,-0.004239590838551521,0.24378052353858948,-3.1415927410125732,0.0
63,heading_step_return_0.01_t0,6.300000000000001,0.0,3.141592653589793,-0.004235893953591585,0.2432209849357605,-3.1415927410125732,0.0
64,heading_step_return_0.01_t0,6.4,0.0,3.141592653589793,-0.004233446437865496,0.2436988204717636,-3.1415927410125732,0.0
65,heading_step_return_0.01_t0,6.5,0.0,3.141592653589793,-0.004256127867847681,0.24325813353061676,-3.1415927410125732,0.0
66,heading_step_return_0.01_t0,6.6000000000000005,0.0,3.141592653589793,-0.004238612484186888,0.243308886885643,-3.1415927410125732,0.0
67,heading_step_return_0.01_t0,6.7,0.0,3.141592653589793,-0.0042480588890612125,0.2435069978237152,-3.1415927410125732,0.0
68,heading_step_return_0.01_t0,6.800000000000001,0.0,3.141592653589793,-0.004238987807184458,0.24327272176742554,-3.1415927410125732,0.0
69,heading_step_return_0.01_t0,6.9,0.0,3.141592653589793,-0.004258542321622372,0.24338428676128387,-3.1415927410125732,0.0
70,heading_step_return_0.01_t0,7.0,0.0,3.141592653589793,-0.004274766892194748,0.242629736661911,-3.1415927410125732,0.0
71,heading_step_return_0.01_t0,7.1000000000000005,0.0,3.141592653589793,-0.004173870198428631,0.24372121691703796,-3.1415927410125732,0.0
72,speed_hold_return_0.01_t0,7.2,0.01,3.141592653589793,-0.004217983689159155,0.24202986061573029,-3.1415927410125732,0.009411764331161976
73,speed_hold_return_0.01_t0,7.300000000000001,0.01,3.141592653589793,-0.004240698646754026,0.2416335642337799,-3.1415927410125732,0.009411764331161976
74,speed_hold_return_0.01_t0,7.4,0.01,3.141592653589793,-0.004194246605038643,0.2416926920413971,-3.1415927410125732,0.009411764331161976
75,speed_hold_return_0.01_t0,7.5,0.01,3.141592653589793,-0.004203500226140022,0.24048607051372528,-3.1415927410125732,0.009411764331161976
76,speed_hold_return_0.01_t0,7.6000000000000005,0.01,3.141592653589793,-0.004164750687777996,0.23848958313465118,-3.1415927410125732,0.009411764331161976
77,speed_hold_return_0.01_t0,7.7,0.01,3.141592653589793,-0.0039261686615645885,0.23234693706035614,-3.1415927410125732,0.009411764331161976
78,speed_hold_return_0.01_t0,7.800000000000001,0.01,3.141592653589793,-0.003759247250854969,0.2211759388446808,-3.1415927410125732,0.009411764331161976
79,speed_hold_return_0.01_t0,7.9,0.01,3.141592653589793,-0.003782310290262103,0.196600079536438,-3.1415927410125732,0.009411764331161976
80,speed_hold_return_0.01_t0,8.0,0.01,3.141592653589793,-0.003618373302742839,0.1825731247663498,-3.1415927410125732,0.009411764331161976
81,speed_hold_return_0.01_t0,8.1,0.01,3.141592653589793,-0.0031741231214255095,0.15394265949726105,-3.1415927410125732,0.009411764331161976
82,speed_hold_return_0.01_t0,8.200000000000001,0.01,3.141592653589793,-0.002770880702883005,0.12635311484336853,-3.1415927410125732,0.009411764331161976
83,speed_hold_return_0.01_t0,8.3,0.01,3.141592653589793,-0.0028318315744400024,0.11016634851694107,-3.1415927410125732,0.009411764331161976
84,speed_zero_return_0.01_t0,8.4,0.0,3.141592653589793,-0.002241402631625533,0.06039704754948616,-3.1415927410125732,0.0
85,speed_zero_return_0.01_t0,8.5,0.0,3.141592653589793,-0.002083868021145463,0.05046171322464943,-3.1415927410125732,0.0
86,speed_zero_return_0.01_t0,8.6,0.0,3.141592653589793,-0.0020943698473274708,0.03676169738173485,-3.1415927410125732,0.0
87,speed_zero_return_0.01_t0,8.700000000000001,0.0,3.141592653589793,-0.0020431443117558956,0.01909254491329193,-3.1415927410125732,0.0
88,speed_zero_return_0.01_t0,8.8,0.0,3.141592653589793,-0.0019751167856156826,0.019516831263899803,-3.1415927410125732,0.0
89,speed_zero_return_0.01_t0,8.9,0.0,3.141592653589793,-0.0018835630035027862,0.02846354804933071,-3.1415927410125732,0.0
90,speed_zero_return_0.01_t0,9.0,0.0,3.141592653589793,-0.0018822866259142756,0.02345656231045723,-3.1415927410125732,0.0
91,speed_zero_return_0.01_t0,9.1,0.0,3.141592653589793,-0.00182156462687999,0.018344368785619736,-3.1415927410125732,0.0
92,speed_zero_return_0.01_t0,9.200000000000001,0.0,3.141592653589793,-0.0018003323348239064,0.026700334623456,-3.1415927410125732,0.0
93,speed_zero_return_0.01_t0,9.3,0.0,3.141592653589793,-0.00185573089402169,0.02176818810403347,-3.1415927410125732,0.0
94,speed_zero_return_0.01_t0,9.4,0.0,3.141592653589793,-0.00195254385471344,0.017436552792787552,-3.1415927410125732,0.0
95,speed_zero_return_0.01_t0,9.5,0.0,3.141592653589793,-0.001965408679097891,0.023149922490119934,-3.1415927410125732,0.0
96,speed_zero_return_0.01_t0,9.600000000000001,0.0,3.141592653589793,-0.0019833750557154417,0.021707093343138695,-3.1415927410125732,0.0
97,speed_zero_return_0.01_t0,9.700000000000001,0.0,3.141592653589793,-0.001978987827897072,0.016339372843503952,-3.1415927410125732,0.0
98,speed_zero_return_0.01_t0,9.8,0.0,3.141592653589793,-0.0019140798831358552,0.0219616387039423,-3.1415927410125732,0.0
99,speed_zero_return_0.01_t0,9.9,0.0,3.141592653589793,-0.001898120972327888,0.02132963389158249,-3.1415927410125732,0.0
100,speed_zero_return_0.01_t0,10.0,0.0,3.141592653589793,-0.0018780423561111093,0.01618746668100357,-3.1415927410125732,0.0
101,speed_zero_return_0.01_t0,10.100000000000001,0.0,3.141592653589793,-0.001944251824170351,0.021295197308063507,-3.1415927410125732,0.0
102,speed_zero_return_0.01_t0,10.200000000000001,0.0,3.141592653589793,-0.0019489882979542017,0.024197449907660484,-3.1415927410125732,0.0
103,speed_zero_return_0.01_t0,10.3,0.0,3.141592653589793,-0.0019448907114565372,0.015845345333218575,-3.1415927410125732,0.0
104,speed_zero_return_0.01_t0,10.4,0.0,3.141592653589793,-0.0019109441200271249,0.016382895410060883,-3.1415927410125732,0.0
105,speed_zero_return_0.01_t0,10.5,0.0,3.141592653589793,-0.001898581045679748,0.023514635860919952,-3.1415927410125732,0.0
106,speed_zero_return_0.01_t0,10.600000000000001,0.0,3.141592653589793,-0.0019267293391749263,0.02045661397278309,-3.1415927410125732,0.0
107,speed_zero_return_0.01_t0,10.700000000000001,0.0,3.141592653589793,-0.0019547780975699425,0.01633451133966446,-3.1415927410125732,0.0
108,speed_zero_return_0.01_t0,10.8,0.0,3.141592653589793,-0.0019382062600925565,0.022896911948919296,-3.1415927410125732,0.0
109,speed_zero_return_0.01_t0,10.9,0.0,3.141592653589793,-0.0019433507695794106,0.019982032477855682,-3.1415927410125732,0.0
110,speed_zero_return_0.01_t0,11.0,0.0,3.141592653589793,-0.0019256157102063298,0.016233814880251884,-3.1415927410125732,0.0
111,speed_zero_return_0.01_t0,11.100000000000001,0.0,3.141592653589793,-0.0019497957546263933,0.0204435084015131,-3.1415927410125732,0.0
112,speed_zero_return_0.01_t0,11.200000000000001,0.0,3.141592653589793,-0.001963282935321331,0.01945420913398266,-3.1415927410125732,0.0
113,speed_zero_return_0.01_t0,11.3,0.0,3.141592653589793,-0.001967372838407755,0.015761861577630043,-3.1415927410125732,0.0
114,heading_step_reset_0.01_t0,11.4,0.0,0.0,-0.001965087838470936,0.0201161690056324,0.0,0.0
115,heading_step_reset_0.01_t0,11.5,0.0,0.0,0.0008171780500560999,0.01881325989961624,0.0,0.0
116,heading_step_reset_0.01_t0,11.600000000000001,0.0,0.0,0.0012960811145603657,0.021315667778253555,0.0,0.0
117,heading_step_reset_0.01_t0,11.700000000000001,0.0,0.0,0.0014106386806815863,0.028425192460417747,0.0,0.0
118,heading_step_reset_0.01_t0,11.8,0.0,0.0,0.0015842362772673368,0.026366781443357468,0.0,0.0
119,heading_step_reset_0.01_t0,11.9,0.0,0.0,0.0016543918754905462,0.026043497025966644,0.0,0.0
120,heading_step_reset_0.01_t0,12.0,0.0,0.0,0.001695787999778986,0.03157474473118782,0.0,0.0
121,heading_step_reset_0.01_t0,12.100000000000001,0.0,0.0,0.0018149539828300476,0.028513751924037933,0.0,0.0
122,heading_step_reset_0.01_t0,12.200000000000001,0.0,0.0,0.0018563540652394295,0.029889386147260666,0.0,0.0
123,heading_step_reset_0.01_t0,12.3,0.0,0.0,0.0018070196965709329,0.03318141773343086,0.0,0.0
124,heading_step_reset_0.01_t0,12.4,0.0,0.0,0.0018948307260870934,0.028727881610393524,0.0,0.0
125,heading_step_reset_0.01_t0,12.5,0.0,0.0,0.0019028914393857121,0.02904404141008854,0.0,0.0
126,heading_step_reset_0.01_t0,12.600000000000001,0.0,0.0,0.0018189885886386037,0.03409510478377342,0.0,0.0
127,heading_step_reset_0.01_t0,12.700000000000001,0.0,0.0,0.0018494888208806515,0.02959652617573738,0.0,0.0
128,heading_step_reset_0.01_t0,12.8,0.0,0.0,0.001892602420412004,0.03145094960927963,0.0,0.0
129,heading_step_reset_0.01_t0,12.9,0.0,0.0,0.001760599436238408,0.0343792550265789,0.0,0.0
130,heading_step_reset_0.01_t0,13.0,0.0,0.0,0.001763860578648746,0.031636979430913925,0.0,0.0
131,heading_step_reset_0.01_t0,13.100000000000001,0.0,0.0,0.0018220309866592288,0.033142492175102234,0.0,0.0
132,heading_step_reset_0.01_t0,13.200000000000001,0.0,0.0,0.001816840493120253,0.035465460270643234,0.0,0.0
133,heading_step_reset_0.01_t0,13.3,0.0,0.0,0.001601802883669734,0.032609689980745316,0.0,0.0
134,heading_step_reset_0.01_t0,13.4,0.0,0.0,0.001583390636369586,0.0317956879734993,0.0,0.0
135,heading_step_reset_0.01_t0,13.5,0.0,0.0,0.001781085622496903,0.03566211834549904,0.0,0.0
136,heading_step_reset_0.01_t0,13.600000000000001,0.0,0.0,0.0015707036945968866,0.03338927403092384,0.0,0.0
137,heading_step_reset_0.01_t0,13.700000000000001,0.0,0.0,0.0015347828157246113,0.0326373390853405,0.0,0.0
138,heading_step_reset_0.01_t0,13.8,0.0,0.0,0.0017267183866351843,0.03577664494514465,0.0,0.0
139,heading_step_reset_0.01_t0,13.9,0.0,0.0,0.0017261181492358446,0.03541240841150284,0.0,0.0
140,heading_step_reset_0.01_t0,14.0,0.0,0.0,0.0016065358649939299,0.03352867439389229,0.0,0.0
141,heading_step_reset_0.01_t0,14.100000000000001,0.0,0.0,0.0017471947940066457,0.035892337560653687,0.0,0.0
142,heading_step_reset_0.01_t0,14.200000000000001,0.0,0.0,0.001777878263965249,0.035284172743558884,0.0,0.0
143,heading_step_reset_0.01_t0,14.3,0.0,0.0,0.0017340299673378468,0.03490759804844856,0.0,0.0
144,speed_hold_out_0.05_t0,14.4,0.05,0.0,0.0017066532745957375,0.03548299893736839,0.0,0.05000000074505806
145,speed_hold_out_0.05_t0,14.5,0.05,0.0,0.0017029159935191274,0.04444078356027603,0.0,0.05000000074505806
146,speed_hold_out_0.05_t0,14.600000000000001,0.05,0.0,-0.003898078575730324,0.1196967214345932,0.0,0.05000000074505806
147,speed_hold_out_0.05_t0,14.700000000000001,0.05,0.0,-0.004501126706600189,0.165249302983284,0.0,0.05000000074505806
148,speed_hold_out_0.05_t0,14.8,0.05,0.0,-0.007356090005487204,0.2958621680736542,0.0,0.05000000074505806
149,speed_hold_out_0.05_t0,14.9,0.05,0.0,-0.010692054405808449,0.4633990228176117,0.0,0.05000000074505806
150,speed_hold_out_0.05_t0,15.0,0.05,0.0,-0.01240465510636568,0.5491092205047607,0.0,0.05000000074505806
151,speed_hold_out_0.05_t0,15.100000000000001,0.05,0.0,-0.017023084685206413,0.7968990802764893,0.0,0.05000000074505806
152,speed_hold_out_0.05_t0,15.200000000000001,0.05,0.0,-0.018094908446073532,0.8793486952781677,0.0,0.05000000074505806
153,speed_hold_out_0.05_t0,15.3,0.05,0.0,-0.020433759316802025,1.0532071590423584,0.0,0.05000000074505806
154,speed_hold_out_0.05_t0,15.4,0.05,0.0,-0.022997848689556122,1.2204258441925049,0.0,0.05000000074505806
155,speed_hold_out_0.05_t0,15.5,0.05,0.0,-0.023481089621782303,1.303151249885559,0.0,0.05000000074505806
156,speed_zero_out_0.05_t0,15.600000000000001,0.0,0.0,-0.022372664883732796,1.474856972694397,0.0,0.0
157,speed_zero_out_0.05_t0,15.700000000000001,0.0,0.0,-0.023265201598405838,1.5971686840057373,0.0,0.0
158,speed_zero_out_0.05_t0,15.8,0.0,0.0,-0.023025481030344963,1.6465715169906616,0.0,0.0
159,speed_zero_out_0.05_t0,15.9,0.0,0.0,-0.0254825372248888,1.7255582809448242,0.0,0.0
160,speed_zero_out_0.05_t0,16.0,0.0,0.0,-0.025463419035077095,1.741891622543335,0.0,0.0
161,speed_zero_out_0.05_t0,16.1,0.0,0.0,-0.02547803893685341,1.752335548400879,0.0,0.0
162,speed_zero_out_0.05_t0,16.2,0.0,0.0,-0.02559349499642849,1.7560921907424927,0.0,0.0
163,speed_zero_out_0.05_t0,16.3,0.0,0.0,-0.025607161223888397,1.7566930055618286,0.0,0.0
164,speed_zero_out_0.05_t0,16.400000000000002,0.0,0.0,-0.02554815448820591,1.7556846141815186,0.0,0.0
165,speed_zero_out_0.05_t0,16.5,0.0,0.0,-0.025508994236588478,1.7562546730041504,0.0,0.0
166,speed_zero_out_0.05_t0,16.6,0.0,0.0,-0.02552350051701069,1.758265733718872,0.0,0.0
167,speed_zero_out_0.05_t0,16.7,0.0,0.0,-0.02553279884159565,1.7563221454620361,0.0,0.0
168,speed_zero_out_0.05_t0,16.8,0.0,0.0,-0.02556229569017887,1.757237195968628,0.0,0.0
169,speed_zero_out_0.05_t0,16.900000000000002,0.0,0.0,-0.025575831532478333,1.7586976289749146,0.0,0.0
170,speed_zero_out_0.05_t0,17.0,0.0,0.0,-0.02555989660322666,1.7581050395965576,0.0,0.0
171,speed_zero_out_0.05_t0,17.1,0.0,0.0,-0.025535104796290398,1.7575935125350952,0.0,0.0
172,speed_zero_out_0.05_t0,17.2,0.0,0.0,-0.025550086051225662,1.7580493688583374,0.0,0.0
173,speed_zero_out_0.05_t0,17.3,0.0,0.0,-0.025568019598722458,1.7590490579605103,0.0,0.0
174,speed_zero_out_0.05_t0,17.400000000000002,0.0,0.0,-0.02556351013481617,1.7589236497879028,0.0,0.0
175,speed_zero_out_0.05_t0,17.5,0.0,0.0,-0.025559715926647186,1.7586740255355835,0.0,0.0
176,speed_zero_out_0.05_t0,17.6,0.0,0.0,-0.02555963769555092,1.7585983276367188,0.0,0.0
177,speed_zero_out_0.05_t0,17.7,0.0,0.0,-0.02556183747947216,1.758824348449707,0.0,0.0
178,speed_zero_out_0.05_t0,17.8,0.0,0.0,-0.02556757442653179,1.7592108249664307,0.0,0.0
179,speed_zero_out_0.05_t0,17.900000000000002,0.0,0.0,-0.025567686185240746,1.7592172622680664,0.0,0.0
180,speed_zero_out_0.05_t0,18.0,0.0,0.0,-0.02556828036904335,1.7592766284942627,0.0,0.0
181,speed_zero_out_0.05_t0,18.1,0.0,0.0,-0.025570083409547806,1.7594096660614014,0.0,0.0
182,speed_zero_out_0.05_t0,18.2,0.0,0.0,-0.025570623576641083,1.7594472169876099,0.0,0.0
183,speed_zero_out_0.05_t0,18.3,0.0,0.0,-0.025572527199983597,1.7595913410186768,0.0,0.0
184,speed_zero_out_0.05_t0,18.400000000000002,0.0,0.0,-0.025572657585144043,1.7596042156219482,0.0,0.0
185,speed_zero_out_0.05_t0,18.5,0.0,0.0,-0.02557425945997238,1.7597230672836304,0.0,0.0
186,heading_step_return_0.05_t0,18.6,0.0,3.141592653589793,-0.02557455375790596,1.7597465515136719,-3.1415927410125732,0.0
187,heading_step_return_0.05_t0,18.7,0.0,3.141592653589793,-0.024984240531921387,1.7614022493362427,-3.1415927410125732,0.0
188,heading_step_return_0.05_t0,18.8,0.0,3.141592653589793,-0.024332303553819656,1.7575523853302002,-3.1415927410125732,0.0
189,heading_step_return_0.05_t0,18.900000000000002,0.0,3.141592653589793,-0.02468552440404892,1.7515796422958374,-3.1415927410125732,0.0
190,heading_step_return_0.05_t0,19.0,0.0,3.141592653589793,-0.023929979652166367,1.7571183443069458,-3.1415927410125732,0.0
191,heading_step_return_0.05_t0,19.1,0.0,3.141592653589793,-0.024117648601531982,1.7542736530303955,-3.1415927410125732,0.0
192,heading_step_return_0.05_t0,19.200000000000003,0.0,3.141592653589793,-0.02405508980154991,1.7516753673553467,-3.1415927410125732,0.0
193,heading_step_return_0.05_t0,19.3,0.0,3.141592653589793,-0.023532027378678322,1.7554699182510376,-3.1415927410125732,0.0
194,heading_step_return_0.05_t0,19.400000000000002,0.0,3.141592653589793,-0.023745601996779442,1.752891182899475,-3.1415927410125732,0.0
195,heading_step_return_0.05_t0,19.5,0.0,3.141592653589793,-0.0232784915715456,1.7526581287384033,-3.1415927410125732,0.0
196,heading_step_return_0.05_t0,19.6,0.0,3.141592653589793,-0.023152654990553856,1.7548151016235352,-3.1415927410125732,0.0
197,heading_step_return_0.05_t0,19.700000000000003,0.0,3.141592653589793,-0.0232265405356884,1.7529358863830566,-3.1415927410125732,0.0
198,heading_step_return_0.05_t0,19.8,0.0,3.141592653589793,-0.02317657507956028,1.7518424987792969,-3.1415927410125732,0.0
199,heading_step_return_0.05_t0,19.900000000000002,0.0,3.141592653589793,-0.023353857919573784,1.753472089767456,-3.1415927410125732,0.0
200,heading_step_return_0.05_t0,20.0,0.0,3.141592653589793,-0.023210113868117332,1.7539387941360474,-3.1415927410125732,0.0
201,heading_step_return_0.05_t0,20.1,0.0,3.141592653589793,-0.02329435758292675,1.7537857294082642,-3.1415927410125732,0.0
202,heading_step_return_0.05_t0,20.200000000000003,0.0,3.141592653589793,-0.0233335942029953,1.7526925802230835,-3.1415927410125732,0.0
203,heading_step_return_0.05_t0,20.3,0.0,3.141592653589793,-0.023211052641272545,1.7525678873062134,-3.1415927410125732,0.0
204,heading_step_return_0.05_t0,20.400000000000002,0.0,3.141592653589793,-0.023335183039307594,1.7535254955291748,-3.1415927410125732,0.0
205,heading_step_return_0.05_t0,20.5,0.0,3.141592653589793,-0.02327798306941986,1.7531579732894897,-3.1415927410125732,0.0
206,heading_step_return_0.05_t0,20.6,0.0,3.141592653589793,-0.023266365751624107,1.7531794309616089,-3.1415927410125732,0.0
207,heading_step_return_0.05_t0,20.700000000000003,0.0,3.141592653589793,-0.023277590051293373,1.7533705234527588,-3.1415927410125732,0.0
208,heading_step_return_0.05_t0,20.8,0.0,3.141592653589793,-0.02321411855518818,1.7529770135879517,-3.1415927410125732,0.0
209,heading_step_return_0.05_t0,20.900000000000002,0.0,3.141592653589793,-0.02333011105656624,1.7532501220703125,-3.1415927410125732,0.0
210,heading_step_return_0.05_t0,21.0,0.0,3.141592653589793,-0.023178601637482643,1.7537548542022705,-3.1415927410125732,0.0
211,heading_step_return_0.05_t0,21.1,0.0,3.141592653589793,-0.023241061717271805,1.7535511255264282,-3.1415927410125732,0.0
212,heading_step_return_0.05_t0,21.200000000000003,0.0,3.141592653589793,-0.02321709878742695,1.7536532878875732,-3.1415927410125732,0.0
213,heading_step_return_0.05_t0,21.3,0.0,3.141592653589793,-0.02322549745440483,1.753593921661377,-3.1415927410125732,0.0
214,heading_step_return_0.05_t0,21.400000000000002,0.0,3.141592653589793,-0.023235883563756943,1.7536649703979492,-3.1415927410125732,0.0
215,heading_step_return_0.05_t0,21.5,0.0,3.141592653589793,-0.02327406406402588,1.753708839416504,-3.1415927410125732,0.0
216,speed_hold_return_0.05_t0,21.6,0.05,3.141592653589793,-0.023232514038681984,1.7537211179733276,-3.1415927410125732,0.05000000074505806
217,speed_hold_return_0.05_t0,21.700000000000003,0.05,3.141592653589793,-0.02299170196056366,1.7307881116867065,-3.1415927410125732,0.05000000074505806
218,speed_hold_return_0.05_t0,21.8,0.05,3.141592653589793,-0.01955590397119522,1.6672909259796143,-3.1415927410125732,0.05000000074505806
219,speed_hold_return_0.05_t0,21.900000000000002,0.05,3.141592653589793,-0.0208208616822958,1.6111809015274048,-3.1415927410125732,0.05000000074505806
