est_x,est_y,odom_x,odom_y,gt_x,gt_y,cov_x,cov_y,cov_xy,cov_yx,heading_cmd,speed_cmd,heading,speed,setpoint_x,setpoint_y
nan,nan,1.0120175829797518e-05,4.817350418306887e-05,1.0120175829797518e-05,4.817350418306887e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,1.4756998098164331e-05,7.056508911773562e-05,1.4756998098164331e-05,7.056508911773562e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,1.5446139514097013e-05,7.655807712581009e-05,1.5446139514097013e-05,7.655807712581009e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,1.6947775293374434e-05,7.89235346019268e-05,1.6947775293374434e-05,7.89235346019268e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,1.8038361304206774e-05,8.297258318634704e-05,1.8038361304206774e-05,8.297258318634704e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,1.9016972146346234e-05,8.661019819555804e-05,1.9016972146346234e-05,8.661019819555804e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,1.9700060875038616e-05,9.294671326642856e-05,1.9700060875038616e-05,9.294671326642856e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,2.1320882297004573e-05,9.594344737706706e-05,2.1320882297004573e-05,9.594344737706706e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,2.224914715043269e-05,9.838026016950607e-05,2.224914715043269e-05,9.838026016950607e-05,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,2.3485103156417608e-05,0.00010775957343867049,2.3485103156417608e-05,0.00010775957343867049,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,2.3692129616392776e-05,0.0001096749838325195,2.3692129616392776e-05,0.0001096749838325195,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,2.3013330064713955e-05,0.00010852263221750036,2.3013330064713955e-05,0.00010852263221750036,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
nan,nan,2.505539850972127e-05,0.00011273700511083007,2.505539850972127e-05,0.00011273700511083007,nan,nan,nan,nan,0.03202104568481445,0.0,0.01745329238474369,0.0,0.5,0.5
