odom_x,odom_y
3.570273293007631e-06,-0.0003849904169328511
0.019372792914509773,0.119650699198246
0.03161916509270668,0.19533197581768036
0.06865328550338745,0.34510090947151184
0.09710840880870819,0.41811540722846985
0.16798172891139984,0.5588230490684509
0.24893245100975037,0.6972150802612305
0.29271233081817627,0.7622863054275513
0.3426986038684845,0.8257646560668945
0.4520852565765381,0.9397011995315552
0.5710644125938416,1.0484004020690918
0.6303854584693909,1.099128246307373
0.7613303065299988,1.1856803894042969
0.9087618589401245,1.2559912204742432
0.9851828813552856,1.2913399934768677
1.062190294265747,1.3251196146011353
1.2226001024246216,1.3737741708755493
1.3855687379837036,1.3970277309417725
1.4648019075393677,1.4040833711624146
1.6229732036590576,1.4091269969940186
