odom_x,odom_y
0.0,0.0
3.032353924936615e-05,0.000659146171528846
0.000549161050003022,0.010782457888126373
0.0008295511943288147,0.04251791536808014
0.0007096818881109357,0.0934528037905693
0.0004403041093610227,0.22404137253761292
0.000908825546503067,0.3709193170070648
0.00027824894641526043,0.4432980716228485
0.000830404635053128,0.5891686081886292
0.0005022904369980097,0.7327854633331299
0.0007756947306916118,0.7970859408378601
0.0009439208079129457,0.8581563234329224
0.002314707962796092,0.979375958442688
0.002268920885398984,1.1020498275756836
0.0019220260437577963,1.161409616470337
0.0030703111551702023,1.2728763818740845
0.0022041292395442724,1.3289424180984497
0.0011075761867687106,1.4380736351013184
0.0016045781085267663,1.491368293762207
0.002097028773277998,1.5980366468429565
